,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,city_name
2441,26.0,1905.0,373.0,1098.0,368.0,4.8611,<1H OCEAN,229600.0,Fountain Valley
5593,40.0,1698.0,431.0,1280.0,405.0,2.625,<1H OCEAN,206300.0,Bell
5050,19.0,822.0,134.0,457.0,133.0,4.15,INLAND,157500.0,Vineyard
10631,42.0,990.0,289.0,1167.0,281.0,1.4524,<1H OCEAN,126800.0,Florence-Graham
6028,8.0,452.0,51.0,140.0,43.0,12.5915,<1H OCEAN,432400.0,Dublin
11943,31.0,1872.0,434.0,1511.0,405.0,3.2314,NEAR OCEAN,186800.0,Port Hueneme
11905,27.0,3119.0,635.0,1887.0,567.0,3.8654,<1H OCEAN,195300.0,Artesia
12584,11.0,3974.0,727.0,1610.0,634.0,2.6147,INLAND,107700.0,Magalia
12320,28.0,12139.0,2873.0,5359.0,2731.0,3.292,INLAND,227300.0,Temple City
12377,48.0,1923.0,408.0,1142.0,433.0,4.575,<1H OCEAN,326700.0,Marina del Rey
3550,37.0,1507.0,242.0,632.0,253.0,4.5553,NEAR BAY,191000.0,San Leandro
13866,37.0,736.0,166.0,564.0,138.0,2.4167,INLAND,58300.0,Richgrove
517,33.0,2573.0,436.0,1084.0,443.0,4.2417,NEAR OCEAN,294100.0,La Jolla
9084,10.0,3063.0,497.0,1168.0,507.0,4.4375,INLAND,185100.0,Alta Sierra
8523,13.0,1788.0,405.0,1652.0,411.0,2.6858,INLAND,62400.0,Selma
12197,42.0,1282.0,198.0,451.0,159.0,3.2917,INLAND,97900.0,Sutter
5156,50.0,914.0,167.0,322.0,165.0,4.7361,NEAR OCEAN,418800.0,Seal Beach
13876,17.0,976.0,202.0,511.0,175.0,3.6641,INLAND,80800.0,Westwood
4185,26.0,1988.0,379.0,905.0,321.0,3.7841,INLAND,109500.0,Truckee
5927,23.0,6368.0,1030.0,3281.0,1001.0,6.1142,<1H OCEAN,240400.0,Stanton
989,31.0,1068.0,271.0,1091.0,281.0,1.689,<1H OCEAN,102600.0,Florence-Graham
5311,34.0,567.0,143.0,387.0,138.0,1.7981,INLAND,73300.0,Colton
3909,43.0,2104.0,382.0,1071.0,396.0,5.0,<1H OCEAN,208900.0,Lakewood
4664,36.0,1665.0,291.0,721.0,294.0,4.6875,<1H OCEAN,250700.0,Rossmoor
5258,42.0,715.0,145.0,730.0,158.0,3.8,<1H OCEAN,169500.0,North Hollywood
11877,27.0,1675.0,274.0,785.0,275.0,5.828,<1H OCEAN,301100.0,Belvedere
1444,18.0,6205.0,821.0,2311.0,756.0,6.9081,<1H OCEAN,368700.0,Novato
6596,30.0,2502.0,523.0,1296.0,481.0,2.125,INLAND,66100.0,Anderson
3020,34.0,1374.0,240.0,906.0,248.0,5.3292,<1H OCEAN,155500.0,West Athens
5124,45.0,1685.0,321.0,815.0,314.0,4.2955,NEAR OCEAN,309700.0,San Mateo
4512,25.0,1914.0,365.0,897.0,390.0,4.4562,NEAR BAY,206200.0,Alameda
6779,27.0,2053.0,461.0,1737.0,463.0,3.1213,INLAND,78800.0,Colton
1004,35.0,1673.0,426.0,1041.0,413.0,1.375,INLAND,57500.0,Bakersfield
3518,42.0,1180.0,257.0,877.0,268.0,2.8125,NEAR BAY,97300.0,San Leandro
2231,26.0,2332.0,371.0,1285.0,404.0,5.388,<1H OCEAN,225000.0,Fremont
13490,25.0,726.0,274.0,411.0,214.0,3.2375,NEAR OCEAN,450000.0,Carmel Valley Village
5728,34.0,2003.0,466.0,1226.0,443.0,3.0613,NEAR OCEAN,136700.0,Imperial Beach
14140,25.0,1851.0,418.0,1678.0,390.0,3.2937,<1H OCEAN,135300.0,Castroville
6458,47.0,5077.0,1271.0,3348.0,1106.0,3.0377,<1H OCEAN,186800.0,Echo Park
10074,42.0,410.0,117.0,706.0,112.0,1.0179,INLAND,125000.0,North Auburn
13823,39.0,1302.0,303.0,800.0,291.0,3.2723,INLAND,166900.0,Monrovia
13907,18.0,1706.0,397.0,3424.0,283.0,1.625,INLAND,53500.0,Niland
12367,11.0,4981.0,814.0,1934.0,686.0,3.7041,INLAND,174800.0,Ceres
6280,32.0,2084.0,482.0,1410.0,420.0,1.5321,INLAND,48300.0,Exeter
11751,21.0,2215.0,484.0,1792.0,419.0,2.8375,<1H OCEAN,166500.0,Baldwin Park
12528,16.0,1347.0,327.0,271.0,91.0,4.0,INLAND,87500.0,Running Springs
974,47.0,1728.0,398.0,1178.0,315.0,3.2813,NEAR BAY,229600.0,San Francisco
2105,32.0,1083.0,206.0,737.0,218.0,3.5583,<1H OCEAN,170800.0,Santa Fe Springs
548,45.0,2179.0,401.0,1159.0,399.0,3.4839,NEAR BAY,180600.0,San Lorenzo
13582,29.0,3433.0,711.0,1919.0,709.0,3.3841,INLAND,184400.0,Livermore
6588,17.0,4924.0,1247.0,3080.0,1182.0,3.168,<1H OCEAN,189400.0,Fremont
13157,32.0,3400.0,826.0,3017.0,793.0,2.4607,<1H OCEAN,155600.0,West Whittier-Los Nietos
6056,6.0,2104.0,348.0,841.0,320.0,4.1458,INLAND,116300.0,Yucca Valley
12823,29.0,2307.0,452.0,1218.0,402.0,3.4306,<1H OCEAN,194200.0,Buena Park
3658,46.0,1517.0,299.0,879.0,309.0,2.2222,NEAR BAY,195100.0,Brisbane
10939,35.0,1148.0,258.0,975.0,253.0,4.037,<1H OCEAN,173300.0,El Monte
2383,20.0,1106.0,494.0,851.0,448.0,0.8894,<1H OCEAN,350000.0,San Jose
3986,20.0,1577.0,363.0,764.0,333.0,4.1563,<1H OCEAN,320800.0,Dana Point
4109,41.0,2279.0,538.0,1908.0,511.0,1.3952,INLAND,43100.0,Porterville
4018,17.0,3778.0,939.0,2393.0,862.0,1.8972,INLAND,100500.0,North Highlands
3866,37.0,1586.0,283.0,675.0,305.0,2.9583,INLAND,132100.0,Riverside
13718,33.0,6277.0,1274.0,3025.0,1211.0,5.4721,NEAR BAY,343300.0,Los Altos
4788,30.0,4033.0,794.0,1788.0,807.0,5.6932,<1H OCEAN,338700.0,Cupertino
13961,32.0,1286.0,271.0,694.0,236.0,1.6579,INLAND,68500.0,Anderson
1329,23.0,2698.0,410.0,1094.0,411.0,5.1782,<1H OCEAN,195100.0,La Mesa
5547,40.0,1933.0,475.0,902.0,412.0,4.25,NEAR OCEAN,332800.0,San Pedro
968,13.0,2109.0,477.0,1108.0,466.0,2.3099,INLAND,89600.0,Merced
7276,30.0,2180.0,369.0,1050.0,390.0,6.3688,<1H OCEAN,277600.0,La Crescenta-Montrose
10873,14.0,3727.0,685.0,1741.0,646.0,3.5625,INLAND,125700.0,Elk Grove
12448,27.0,2298.0,340.0,1071.0,369.0,6.5587,INLAND,239000.0,Upland
10374,17.0,3511.0,636.0,1904.0,617.0,3.1111,INLAND,113900.0,Hilmar-Irwin
9659,48.0,1562.0,439.0,1469.0,424.0,2.5673,<1H OCEAN,177500.0,San Jose
2598,33.0,1588.0,289.0,683.0,301.0,5.4103,NEAR OCEAN,332400.0,La Jolla
9199,31.0,1797.0,327.0,796.0,319.0,4.4427,NEAR BAY,204500.0,Hayward
8810,17.0,12355.0,3630.0,5692.0,3073.0,2.5245,INLAND,99100.0,Arden-Arcade
6647,36.0,1083.0,218.0,557.0,210.0,3.0795,<1H OCEAN,218400.0,Bellflower
9186,19.0,7297.0,2331.0,3870.0,2144.0,3.116,<1H OCEAN,300000.0,Culver City
9733,35.0,2914.0,683.0,1562.0,638.0,2.5259,NEAR OCEAN,240200.0,Coronado
11137,42.0,1046.0,287.0,1218.0,289.0,2.6538,<1H OCEAN,143400.0,Lynwood
1682,51.0,1806.0,322.0,709.0,298.0,3.575,INLAND,125500.0,Riverside
5718,33.0,1664.0,455.0,1077.0,461.0,1.6875,NEAR OCEAN,174200.0,San Luis Obispo
2533,30.0,2330.0,422.0,1255.0,449.0,3.8512,NEAR OCEAN,134600.0,Lompoc
1758,48.0,2015.0,356.0,1020.0,338.0,4.0625,<1H OCEAN,138700.0,Westmont
1840,43.0,513.0,98.0,266.0,103.0,5.6428,<1H OCEAN,343100.0,Marina del Rey
11554,37.0,1210.0,252.0,733.0,243.0,2.806,<1H OCEAN,214600.0,Rosemead
10092,5.0,3109.0,634.0,1823.0,578.0,3.1875,<1H OCEAN,153800.0,Vista
13133,34.0,1830.0,431.0,1304.0,415.0,2.1182,INLAND,68900.0,Atwater
4922,8.0,3065.0,692.0,1440.0,666.0,3.2368,INLAND,129200.0,Redlands
264,23.0,2126.0,506.0,2091.0,491.0,1.3713,INLAND,51800.0,Madera
12040,24.0,2237.0,491.0,264.0,95.0,4.1364,INLAND,154500.0,Tahoe Vista
12494,30.0,1217.0,238.0,677.0,233.0,2.6563,INLAND,63600.0,South Oroville
11515,15.0,3356.0,694.0,1232.0,627.0,2.2215,INLAND,72200.0,Fresno
9897,51.0,1492.0,385.0,736.0,365.0,1.7155,INLAND,108800.0,Sacramento
10407,23.0,2840.0,491.0,1586.0,466.0,4.0337,NEAR BAY,130400.0,American Canyon
9765,36.0,1808.0,384.0,807.0,383.0,1.8375,INLAND,74800.0,Redding
478,27.0,2990.0,515.0,1849.0,497.0,5.6846,<1H OCEAN,216100.0,Cypress
6131,19.0,557.0,216.0,673.0,212.0,2.1763,<1H OCEAN,168800.0,Pasadena
6041,22.0,4249.0,922.0,2405.0,846.0,2.1549,INLAND,146500.0,Perris
4144,47.0,463.0,134.0,327.0,137.0,2.15,NEAR BAY,97200.0,San Leandro
9608,15.0,3414.0,666.0,2097.0,622.0,2.3319,INLAND,91200.0,Calexico
800,36.0,21.0,7.0,21.0,9.0,2.375,<1H OCEAN,175000.0,South El Monte
3057,39.0,2754.0,652.0,2263.0,619.0,2.2454,NEAR OCEAN,89600.0,National City
9183,24.0,3935.0,625.0,1912.0,593.0,5.7951,<1H OCEAN,226900.0,Yorba Linda
14136,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,NEAR BAY,186500.0,Alamo
14281,16.0,2943.0,394.0,959.0,359.0,6.2094,NEAR OCEAN,440000.0,Santa Ynez
3207,40.0,1723.0,370.0,1221.0,370.0,3.3562,<1H OCEAN,169200.0,West Whittier-Los Nietos
4602,41.0,733.0,155.0,652.0,140.0,5.1654,NEAR BAY,233600.0,North Fair Oaks
12880,44.0,2419.0,437.0,1045.0,432.0,3.875,INLAND,280800.0,Arcadia
8623,25.0,3124.0,468.0,1241.0,439.0,6.4044,<1H OCEAN,333100.0,Woodland Hills
1602,35.0,1649.0,424.0,1786.0,388.0,1.4091,<1H OCEAN,105600.0,Compton
4387,27.0,1221.0,254.0,606.0,259.0,3.0833,NEAR OCEAN,155400.0,Lemon Grove
778,17.0,4863.0,845.0,2266.0,769.0,4.2321,<1H OCEAN,217400.0,Alpine
1592,8.0,2750.0,479.0,1526.0,484.0,5.102,INLAND,156500.0,Pittsburg
13257,9.0,4764.0,816.0,2077.0,755.0,5.1391,<1H OCEAN,234500.0,Penngrove
7984,10.0,3580.0,491.0,1688.0,467.0,7.7814,<1H OCEAN,288700.0,Rancho Santa Margarita
3046,23.0,1745.0,374.0,1054.0,325.0,0.8026,NEAR BAY,112500.0,Oakland
13169,5.0,906.0,187.0,1453.0,158.0,4.125,<1H OCEAN,171900.0,Santa Fe Springs
6446,39.0,1366.0,375.0,1237.0,370.0,3.7206,<1H OCEAN,230900.0,Culver City
14288,37.0,1592.0,308.0,783.0,321.0,6.2583,<1H OCEAN,386000.0,"Westwood, Los Angeles"
803,31.0,1486.0,345.0,823.0,322.0,2.6974,<1H OCEAN,165400.0,Grover Beach
6894,27.0,3526.0,589.0,1725.0,553.0,5.7812,<1H OCEAN,275000.0,Campbell
8653,23.0,4676.0,1096.0,2770.0,1057.0,1.7847,INLAND,109500.0,East Hemet
10846,33.0,2820.0,515.0,976.0,403.0,2.6062,INLAND,52600.0,Alturas
470,21.0,3639.0,1002.0,1489.0,983.0,4.6197,<1H OCEAN,387500.0,"Westwood, Los Angeles"
5892,17.0,1564.0,396.0,713.0,362.0,1.6186,INLAND,77100.0,Lindsay
9950,7.0,4915.0,885.0,2833.0,874.0,4.3229,INLAND,130000.0,Lancaster
9653,40.0,1178.0,244.0,586.0,187.0,2.6477,INLAND,43500.0,Armona
12999,17.0,7973.0,1591.0,2899.0,1502.0,2.8357,INLAND,120100.0,Hartley
7975,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,INLAND,112900.0,Citrus Heights
9722,12.0,2010.0,422.0,784.0,407.0,3.9728,NEAR OCEAN,190900.0,Scotts Valley
10126,37.0,2705.0,676.0,1551.0,608.0,2.2692,INLAND,225000.0,Altadena
6120,10.0,2421.0,580.0,962.0,497.0,2.5035,INLAND,112500.0,Rancho Cordova
14275,45.0,1606.0,300.0,735.0,295.0,4.6765,<1H OCEAN,198400.0,Lakewood
12653,11.0,840.0,329.0,1338.0,345.0,2.3333,NEAR OCEAN,241700.0,Redwood City
8787,35.0,1872.0,363.0,1054.0,369.0,3.3272,INLAND,65600.0,Fresno
2480,30.0,999.0,264.0,1011.0,263.0,1.8854,NEAR BAY,137500.0,Alameda
7572,20.0,3447.0,1007.0,2622.0,934.0,2.918,<1H OCEAN,208700.0,Alhambra
4674,39.0,2485.0,382.0,1072.0,342.0,6.0878,INLAND,430200.0,Arcadia
13227,41.0,1676.0,263.0,757.0,255.0,4.7734,<1H OCEAN,450800.0,La Canada Flintridge
9409,15.0,3193.0,468.0,1303.0,426.0,5.3017,NEAR BAY,202600.0,Napa
9853,11.0,7392.0,1796.0,3841.0,1621.0,2.8326,INLAND,163000.0,Montclair
4073,35.0,1835.0,435.0,774.0,418.0,2.7092,<1H OCEAN,256300.0,Rossmoor
5766,33.0,2581.0,623.0,1598.0,628.0,3.5199,<1H OCEAN,261400.0,Santa Clara
6491,30.0,1384.0,308.0,2054.0,301.0,3.0132,<1H OCEAN,142600.0,San Fernando
2060,24.0,1602.0,426.0,751.0,257.0,1.7609,INLAND,99300.0,Kings Beach
5542,35.0,2146.0,430.0,1230.0,429.0,3.7813,<1H OCEAN,184900.0,Fullerton
3796,34.0,1582.0,343.0,1356.0,324.0,3.4211,<1H OCEAN,141100.0,Norwalk
12919,25.0,2161.0,462.0,896.0,468.0,2.2284,NEAR OCEAN,177500.0,San Diego
6770,43.0,2039.0,331.0,875.0,342.0,3.9844,INLAND,152000.0,Modesto
1389,36.0,1075.0,197.0,509.0,197.0,4.9688,<1H OCEAN,238900.0,Del Aire
10663,44.0,3690.0,809.0,1922.0,736.0,2.6346,NEAR BAY,139800.0,Napa
14372,24.0,3533.0,741.0,1496.0,723.0,2.8106,INLAND,183200.0,Carmichael
209,16.0,1497.0,275.0,737.0,243.0,2.8942,INLAND,182500.0,Nevada City
1845,43.0,1452.0,397.0,897.0,393.0,4.1319,NEAR BAY,322700.0,San Francisco
13873,17.0,4293.0,712.0,1091.0,464.0,6.1437,INLAND,232100.0,Cathedral City
3010,15.0,13814.0,2888.0,6583.0,2789.0,2.8247,<1H OCEAN,150000.0,Escondido
9253,27.0,3144.0,722.0,1510.0,680.0,3.1597,<1H OCEAN,214700.0,Gardena
3008,33.0,2880.0,836.0,1416.0,736.0,2.6781,<1H OCEAN,328800.0,West Hollywood
3403,24.0,2202.0,471.0,1052.0,439.0,2.1038,INLAND,62000.0,Lemoore
3527,16.0,1307.0,359.0,961.0,327.0,1.1853,INLAND,72600.0,El Centro
14074,41.0,2168.0,357.0,1171.0,374.0,4.7216,NEAR OCEAN,311900.0,San Pedro
3818,37.0,2014.0,505.0,1787.0,515.0,1.5515,INLAND,54100.0,Bystrom
9158,34.0,1649.0,323.0,919.0,316.0,2.875,INLAND,74500.0,West Park
4058,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,<1H OCEAN,142500.0,Inglewood
2685,32.0,2424.0,476.0,2291.0,419.0,4.0337,<1H OCEAN,158500.0,San Fernando
6740,27.0,2920.0,770.0,1935.0,746.0,2.4148,NEAR OCEAN,67500.0,Chula Vista
8789,33.0,1902.0,370.0,1168.0,358.0,2.6852,INLAND,70800.0,Kerman
2631,42.0,1207.0,278.0,699.0,279.0,3.3611,INLAND,117600.0,Tracy
13221,31.0,2692.0,445.0,1129.0,450.0,4.4583,<1H OCEAN,170000.0,La Mesa
6609,48.0,1908.0,331.0,789.0,321.0,3.5714,INLAND,84600.0,Oildale
12903,6.0,2605.0,474.0,1568.0,433.0,5.0406,NEAR BAY,261400.0,Hayward
5780,41.0,1368.0,309.0,1244.0,312.0,3.0833,<1H OCEAN,164800.0,Cudahy
7525,14.0,1635.0,422.0,870.0,399.0,2.7,INLAND,88900.0,Visalia
5070,36.0,790.0,224.0,426.0,208.0,1.4427,INLAND,50600.0,Bakersfield
7469,31.0,2545.0,373.0,956.0,342.0,4.3977,<1H OCEAN,226800.0,Spring Valley
7665,32.0,6597.0,1579.0,3689.0,1459.0,3.2377,INLAND,184100.0,Monrovia
1514,33.0,811.0,185.0,446.0,198.0,1.6724,INLAND,96900.0,Manteca
8773,30.0,140.0,35.0,103.0,35.0,4.163,INLAND,112500.0,Vacaville
8712,24.0,2831.0,478.0,1582.0,435.0,4.3397,INLAND,195600.0,Fontana
9616,25.0,1688.0,302.0,879.0,277.0,3.3214,INLAND,103100.0,Lucerne
13792,16.0,3970.0,771.0,1202.0,734.0,3.4115,<1H OCEAN,184800.0,Las Flores
12419,29.0,1815.0,376.0,1421.0,339.0,1.9091,INLAND,71300.0,Woodville
519,26.0,440.0,202.0,322.0,218.0,5.1831,NEAR OCEAN,350000.0,Portola Valley
4192,13.0,4401.0,829.0,924.0,383.0,2.6942,INLAND,123500.0,Arnold
5761,43.0,1840.0,356.0,966.0,323.0,4.7171,<1H OCEAN,237900.0,North Hollywood
515,35.0,1737.0,285.0,826.0,294.0,3.2411,<1H OCEAN,159200.0,Bostonia
9933,8.0,1872.0,281.0,203.0,71.0,4.5882,INLAND,198400.0,Truckee
8532,9.0,3564.0,835.0,1530.0,807.0,5.1806,NEAR OCEAN,175000.0,Signal Hill
8743,36.0,2178.0,485.0,914.0,412.0,2.7656,INLAND,239500.0,Temple City
7001,30.0,3826.0,691.0,1656.0,657.0,4.0074,<1H OCEAN,434700.0,Ojai
13942,20.0,2355.0,467.0,1198.0,428.0,3.9934,INLAND,88500.0,Barstow
4694,20.0,2976.0,766.0,1227.0,634.0,4.8625,NEAR BAY,262500.0,Mountain View
8929,32.0,3055.0,623.0,1902.0,565.0,4.2926,<1H OCEAN,190700.0,Valinda
6639,22.0,3902.0,845.0,1870.0,763.0,2.774,INLAND,190200.0,Carmichael
12360,33.0,1016.0,206.0,617.0,209.0,2.151,INLAND,195800.0,Hughson
6158,21.0,3282.0,653.0,1398.0,601.0,5.2079,NEAR BAY,310300.0,Lafayette
14159,20.0,7003.0,1409.0,3107.0,1315.0,3.0348,INLAND,150500.0,Carmichael
11627,23.0,1419.0,261.0,706.0,269.0,3.1875,INLAND,110200.0,Rocklin
13886,23.0,5465.0,1494.0,2511.0,1359.0,3.4531,<1H OCEAN,210900.0,Pasadena
715,39.0,1346.0,380.0,1520.0,356.0,1.1635,<1H OCEAN,108700.0,Florence-Graham
2352,16.0,3715.0,810.0,943.0,510.0,1.7446,INLAND,109400.0,Clearlake Oaks
7748,32.0,352.0,132.0,313.0,105.0,2.5742,NEAR BAY,350000.0,San Francisco
13943,27.0,3436.0,755.0,1568.0,709.0,2.4273,INLAND,138400.0,Auburn
10006,35.0,1821.0,335.0,727.0,316.0,6.5842,<1H OCEAN,458500.0,Newport Beach
67,25.0,1328.0,209.0,691.0,228.0,4.9234,<1H OCEAN,241400.0,Thousand Oaks
2949,36.0,2218.0,561.0,1789.0,527.0,3.1613,<1H OCEAN,182300.0,West Carson
6912,35.0,1254.0,263.0,1092.0,268.0,4.6364,<1H OCEAN,163100.0,West Puente Valley
13250,16.0,1708.0,391.0,687.0,378.0,1.9485,INLAND,155400.0,Galt
7752,21.0,1922.0,373.0,1130.0,372.0,4.0815,INLAND,117900.0,Manteca
14306,34.0,2744.0,541.0,1333.0,503.0,4.0536,<1H OCEAN,277200.0,Bell Gardens
4379,18.0,2971.0,606.0,2051.0,493.0,2.675,NEAR OCEAN,117100.0,Oceanside
10954,26.0,1626.0,375.0,1580.0,359.0,2.1471,NEAR OCEAN,187500.0,Isla Vista
8110,25.0,1527.0,325.0,707.0,339.0,4.375,<1H OCEAN,212200.0,Santa Clara
11387,22.0,1746.0,363.0,886.0,364.0,5.5469,<1H OCEAN,378800.0,Del Rey Oaks
13247,7.0,5954.0,1071.0,3567.0,1070.0,3.2056,INLAND,134100.0,Fontana
1641,44.0,1066.0,190.0,416.0,174.0,3.6389,NEAR BAY,304000.0,Napa
14319,21.0,4152.0,703.0,2255.0,697.0,4.5096,<1H OCEAN,159500.0,Lakeside
128,35.0,1293.0,339.0,1494.0,312.0,1.6645,INLAND,93300.0,Pomona
1728,43.0,912.0,255.0,705.0,246.0,2.6402,<1H OCEAN,185700.0,Culver City
2535,17.0,1226.0,277.0,484.0,224.0,3.2167,NEAR OCEAN,112500.0,Lompoc
674,16.0,2708.0,481.0,712.0,261.0,3.7891,INLAND,117700.0,South Lake Tahoe
1972,47.0,1273.0,264.0,1193.0,260.0,2.4375,<1H OCEAN,122900.0,Boyle Heights
6763,47.0,722.0,235.0,930.0,226.0,2.5455,<1H OCEAN,114300.0,Boyle Heights
8380,31.0,696.0,254.0,913.0,248.0,1.4,INLAND,52500.0,Madera
1201,16.0,883.0,236.0,601.0,219.0,2.151,NEAR BAY,146900.0,San Francisco
10715,23.0,3335.0,570.0,1560.0,555.0,5.7268,<1H OCEAN,300300.0,Hacienda Heights
4290,28.0,1737.0,521.0,1764.0,514.0,1.7813,INLAND,67800.0,Delano
5923,43.0,1465.0,278.0,727.0,290.0,4.0781,<1H OCEAN,289400.0,Culver City
176,18.0,1165.0,333.0,855.0,319.0,3.6923,NEAR BAY,213200.0,Union City
90,17.0,2770.0,684.0,1471.0,624.0,2.3683,INLAND,82500.0,Foothill Farms
6753,39.0,1810.0,388.0,839.0,380.0,3.7171,<1H OCEAN,228800.0,Van Nuys
812,28.0,1072.0,165.0,363.0,168.0,6.1636,NEAR BAY,367700.0,San Francisco
9569,12.0,2497.0,491.0,1153.0,462.0,2.8182,NEAR OCEAN,126900.0,McKinleyville
938,37.0,1801.0,422.0,1564.0,425.0,3.1597,<1H OCEAN,133000.0,Azusa
5552,36.0,1181.0,220.0,775.0,218.0,4.7228,<1H OCEAN,183800.0,San Fernando
6310,34.0,2242.0,436.0,1483.0,443.0,4.4934,<1H OCEAN,185600.0,Bellflower
12976,9.0,4241.0,832.0,1929.0,742.0,3.5988,INLAND,84500.0,Ridgecrest
7684,13.0,3684.0,604.0,1767.0,585.0,3.7478,INLAND,113500.0,Hesperia
11908,8.0,2346.0,679.0,3842.0,674.0,3.0635,<1H OCEAN,160000.0,Garden Grove
2338,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,NEAR OCEAN,186200.0,Long Beach
6452,25.0,3075.0,564.0,1633.0,543.0,5.2528,<1H OCEAN,269400.0,Campbell
12193,21.0,3180.0,434.0,1413.0,391.0,6.5945,<1H OCEAN,277300.0,Brea
1706,45.0,973.0,183.0,500.0,177.0,2.6389,INLAND,30000.0,Maricopa
1260,14.0,4151.0,941.0,3163.0,915.0,4.0301,<1H OCEAN,154300.0,San Fernando
6496,11.0,1947.0,488.0,2104.0,486.0,1.7184,INLAND,55200.0,Mendota
3653,22.0,2185.0,623.0,1644.0,606.0,2.593,<1H OCEAN,192000.0,Whittier
12452,40.0,1912.0,439.0,1015.0,413.0,1.4598,INLAND,52600.0,Oildale
14063,18.0,2672.0,533.0,1151.0,532.0,2.567,INLAND,102900.0,Magalia
4819,34.0,1785.0,558.0,804.0,490.0,2.2687,NEAR OCEAN,200000.0,San Diego
6325,17.0,6592.0,1525.0,4459.0,1463.0,3.0347,<1H OCEAN,254500.0,Chatsworth
1272,24.0,1698.0,344.0,927.0,313.0,3.5625,INLAND,130800.0,Manteca
5144,11.0,1568.0,369.0,82.0,33.0,3.125,INLAND,77500.0,Arnold
2302,35.0,2793.0,686.0,2255.0,682.0,3.0057,<1H OCEAN,235300.0,Lomita
7238,6.0,1649.0,369.0,732.0,350.0,3.4231,INLAND,123800.0,Lincoln Village
9356,13.0,2164.0,412.0,1087.0,411.0,4.7625,<1H OCEAN,137500.0,Milpitas
4718,22.0,2442.0,624.0,1301.0,290.0,3.1563,NEAR OCEAN,300000.0,La Selva Beach
13473,2.0,1937.0,350.0,756.0,274.0,3.0,INLAND,114200.0,Redding
659,43.0,2216.0,375.0,918.0,388.0,5.5289,NEAR OCEAN,297700.0,Coronado
4437,19.0,2335.0,518.0,1028.0,383.0,1.7267,INLAND,60700.0,Cold Springs
2067,38.0,2664.0,626.0,1627.0,604.0,3.7527,<1H OCEAN,161900.0,Paramount
6261,18.0,2281.0,520.0,1425.0,465.0,1.7388,INLAND,54400.0,Bishop
6867,17.0,987.0,142.0,463.0,152.0,5.8747,<1H OCEAN,229300.0,Poway
5331,27.0,2674.0,419.0,1176.0,416.0,5.0294,NEAR OCEAN,280200.0,Goleta
9568,37.0,1871.0,321.0,806.0,294.0,4.0,INLAND,101400.0,Live Oak
14114,22.0,8844.0,1706.0,4404.0,1594.0,4.4453,<1H OCEAN,267800.0,Midway City
9538,21.0,3416.0,624.0,1862.0,595.0,4.7813,<1H OCEAN,241500.0,Aromas
10314,34.0,1748.0,386.0,917.0,378.0,3.4792,<1H OCEAN,169000.0,South Whittier
291,26.0,36.0,9.0,35.0,9.0,1.625,<1H OCEAN,175000.0,Boyle Heights
1114,39.0,1390.0,410.0,1666.0,371.0,3.3056,<1H OCEAN,156800.0,Lennox
4469,46.0,1130.0,201.0,503.0,196.0,4.4861,<1H OCEAN,246300.0,Del Aire
5217,34.0,1617.0,493.0,1530.0,500.0,2.6182,<1H OCEAN,172600.0,West Athens
3158,43.0,1575.0,475.0,1980.0,469.0,1.7425,<1H OCEAN,100500.0,Huntington Park
10065,39.0,3018.0,501.0,1223.0,489.0,6.2924,NEAR BAY,283900.0,Saranap
10797,27.0,3055.0,677.0,1407.0,610.0,2.1702,<1H OCEAN,179700.0,Arroyo Grande
1663,33.0,1903.0,386.0,1187.0,340.0,4.0469,<1H OCEAN,196600.0,Echo Park
13976,16.0,2043.0,388.0,705.0,352.0,4.4766,<1H OCEAN,161500.0,Poway
5414,22.0,2078.0,431.0,1336.0,456.0,2.2202,INLAND,65200.0,Porterville
13243,20.0,3425.0,448.0,1489.0,443.0,6.2552,<1H OCEAN,296400.0,El Cajon
1702,44.0,2142.0,358.0,846.0,375.0,5.4273,<1H OCEAN,421000.0,Burbank
7027,32.0,3108.0,613.0,1577.0,603.0,4.6613,<1H OCEAN,284000.0,Cupertino
12407,4.0,5416.0,820.0,1753.0,583.0,6.9544,<1H OCEAN,314000.0,Villa Park
5887,27.0,4566.0,620.0,2045.0,664.0,5.583,<1H OCEAN,267700.0,La Habra
1230,14.0,5392.0,821.0,2350.0,810.0,5.0507,<1H OCEAN,291500.0,Fallbrook
14102,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,NEAR BAY,234700.0,Waldon
9924,18.0,974.0,317.0,521.0,317.0,1.0633,INLAND,137500.0,Davis
5889,25.0,2345.0,852.0,2860.0,862.0,1.4497,<1H OCEAN,205600.0,Hollywood
7097,35.0,1841.0,300.0,783.0,285.0,2.8167,INLAND,162100.0,Garden Acres
11191,36.0,1135.0,231.0,614.0,227.0,2.5521,<1H OCEAN,113100.0,Willowbrook
9680,31.0,2532.0,479.0,1396.0,467.0,4.0417,INLAND,114500.0,Foothill Farms
3719,25.0,1884.0,554.0,1337.0,549.0,2.8512,<1H OCEAN,272800.0,Hawthorne
