,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,city_name
5654,41.0,2067.0,452.0,1282.0,455.0,5.5756,<1H OCEAN,309900.0,La Crescenta-Montrose
4817,23.0,2474.0,594.0,1107.0,536.0,2.9705,NEAR OCEAN,245500.0,San Diego
7645,30.0,3165.0,1263.0,3678.0,1141.0,2.0,<1H OCEAN,240600.0,Hollywood
9702,5.0,111.0,26.0,58.0,25.0,1.675,INLAND,112500.0,Tuolumne City
5277,16.0,284.0,51.0,239.0,46.0,1.8958,INLAND,137500.0,Waterford
1986,16.0,855.0,271.0,486.0,250.0,0.7591,NEAR OCEAN,350000.0,San Pedro
10039,16.0,1332.0,368.0,1534.0,295.0,3.0227,<1H OCEAN,297100.0,Placentia
5168,29.0,1821.0,588.0,1397.0,523.0,2.5833,<1H OCEAN,187500.0,Inglewood
12615,37.0,2066.0,434.0,1031.0,414.0,4.0924,<1H OCEAN,188400.0,Northridge
12845,20.0,2062.0,466.0,1285.0,456.0,1.5319,INLAND,50500.0,Chowchilla
11200,25.0,3208.0,1111.0,2843.0,1005.0,2.6673,<1H OCEAN,218100.0,Glendale
13825,20.0,3815.0,924.0,3450.0,920.0,2.0174,INLAND,63700.0,Lamont
10843,44.0,1918.0,387.0,1041.0,364.0,2.8542,<1H OCEAN,126500.0,View Park-Windsor Hills
7641,34.0,2065.0,839.0,2626.0,775.0,1.8214,<1H OCEAN,211100.0,Hollywood
8420,35.0,1579.0,243.0,734.0,264.0,5.5,NEAR BAY,201000.0,El Sobrante
299,17.0,1661.0,329.0,948.0,357.0,2.7639,NEAR OCEAN,90200.0,McKinleyville
4529,30.0,2369.0,753.0,3259.0,770.0,2.1964,<1H OCEAN,158500.0,Bell
1580,32.0,2364.0,439.0,1331.0,449.0,3.319,INLAND,84500.0,Parkway
12429,34.0,988.0,173.0,759.0,184.0,5.6047,<1H OCEAN,205100.0,Anaheim
8267,13.0,4715.0,1090.0,2420.0,1059.0,2.9693,INLAND,104400.0,La Riviera
7555,14.0,5549.0,1000.0,1822.0,919.0,2.9562,INLAND,142300.0,Oroville East
1508,13.0,2087.0,313.0,1165.0,330.0,5.7789,NEAR OCEAN,227700.0,Bonita
11792,20.0,1491.0,360.0,1135.0,303.0,1.6395,INLAND,44400.0,Mesa Verde
10840,23.0,3578.0,753.0,1455.0,649.0,4.1898,NEAR OCEAN,359100.0,Ventura
5422,12.0,1632.0,378.0,1303.0,315.0,2.0333,INLAND,54400.0,Tulare
6981,32.0,2542.0,526.0,1278.0,493.0,4.45,<1H OCEAN,263600.0,La Crescenta-Montrose
5480,44.0,2252.0,592.0,989.0,550.0,3.0132,NEAR BAY,272900.0,Berkeley
13027,19.0,11391.0,3093.0,7178.0,2905.0,2.0326,<1H OCEAN,123200.0,El Cajon
958,34.0,2254.0,630.0,2984.0,625.0,2.5,<1H OCEAN,162500.0,Santa Ana
12224,35.0,2987.0,578.0,1581.0,585.0,2.0657,NEAR OCEAN,81100.0,Arcata
943,36.0,2316.0,543.0,1938.0,507.0,1.25,<1H OCEAN,97400.0,Florence-Graham
13494,37.0,1340.0,325.0,928.0,333.0,3.9219,INLAND,175000.0,Mayflower Village
502,27.0,3536.0,646.0,1837.0,580.0,4.4964,<1H OCEAN,238300.0,Santa Susana
3699,34.0,710.0,205.0,1134.0,233.0,2.7734,<1H OCEAN,141100.0,Lynwood
13693,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,INLAND,162200.0,Palm Springs
4007,33.0,2349.0,407.0,954.0,373.0,6.4956,NEAR OCEAN,483600.0,Palos Verdes Estates
3723,37.0,1389.0,252.0,826.0,249.0,5.015,<1H OCEAN,220900.0,Canoga Park
13405,33.0,2729.0,549.0,2223.0,535.0,4.0362,<1H OCEAN,177900.0,Garden Grove
9936,51.0,2812.0,621.0,1171.0,566.0,3.875,NEAR OCEAN,342900.0,Signal Hill
14007,32.0,1187.0,302.0,1003.0,275.0,2.4931,<1H OCEAN,166900.0,Anaheim
11738,12.0,7184.0,1516.0,4862.0,1235.0,2.4492,INLAND,103800.0,Rialto
3001,28.0,1576.0,400.0,891.0,378.0,2.6312,<1H OCEAN,171300.0,Gardena
6066,11.0,3112.0,890.0,1700.0,851.0,3.1587,<1H OCEAN,181300.0,Burbank
11728,4.0,2342.0,595.0,1518.0,545.0,2.9469,NEAR OCEAN,216100.0,Vista
9064,40.0,2827.0,655.0,2037.0,574.0,2.0303,INLAND,63800.0,Stockton
11499,32.0,1656.0,317.0,1037.0,286.0,2.4964,INLAND,88800.0,Livingston
985,33.0,1278.0,311.0,1157.0,320.0,3.5054,NEAR OCEAN,146800.0,Signal Hill
13272,19.0,3303.0,584.0,1329.0,569.0,7.521,<1H OCEAN,340400.0,Hermosa Beach
8364,15.0,1926.0,361.0,917.0,316.0,3.3889,INLAND,68500.0,California City
14077,18.0,3753.0,752.0,1454.0,668.0,3.7585,<1H OCEAN,185700.0,Calistoga
11283,35.0,1395.0,264.0,756.0,253.0,3.6181,INLAND,178600.0,Waterford
2264,34.0,1966.0,319.0,980.0,297.0,7.7307,INLAND,429000.0,Mayflower Village
7441,37.0,1129.0,212.0,509.0,202.0,2.6146,<1H OCEAN,243200.0,Monterey Park
13038,15.0,10265.0,1860.0,4591.0,1906.0,3.07,INLAND,142600.0,Chico
8389,34.0,2010.0,411.0,1501.0,422.0,2.0417,INLAND,65900.0,Rio Linda
2319,43.0,3056.0,1345.0,3920.0,1304.0,1.925,<1H OCEAN,300000.0,Silver Lake
9968,18.0,1411.0,330.0,494.0,227.0,1.4911,INLAND,75800.0,Shasta Lake
13091,5.0,1256.0,256.0,880.0,288.0,2.4233,<1H OCEAN,450000.0,Irvine
6807,17.0,9789.0,2552.0,4748.0,2206.0,4.2531,<1H OCEAN,279800.0,Santa Clara
2378,37.0,2489.0,454.0,1215.0,431.0,5.0234,<1H OCEAN,257600.0,La Crescenta-Montrose
4459,48.0,1915.0,348.0,1060.0,376.0,3.4044,INLAND,117900.0,Riverside
13483,32.0,2252.0,415.0,1370.0,411.0,4.6312,<1H OCEAN,184800.0,West Covina
588,36.0,2396.0,536.0,1225.0,515.0,2.9559,INLAND,136600.0,Arden-Arcade
13660,23.0,2281.0,408.0,1164.0,420.0,3.5347,INLAND,101200.0,Redding
4280,34.0,1797.0,363.0,948.0,363.0,4.1339,<1H OCEAN,187300.0,Burbank
11654,23.0,1663.0,302.0,1242.0,283.0,5.5931,<1H OCEAN,217600.0,San Fernando
1720,18.0,5761.0,1063.0,2763.0,1058.0,4.4472,INLAND,161100.0,Loma Linda
5202,17.0,5320.0,984.0,2866.0,928.0,4.1997,INLAND,133400.0,Woodland
6650,37.0,1341.0,256.0,533.0,242.0,3.2135,INLAND,123600.0,Jackson
9947,50.0,3426.0,769.0,2261.0,671.0,2.888,NEAR BAY,246400.0,San Francisco
9704,37.0,1152.0,259.0,981.0,225.0,3.2857,<1H OCEAN,153600.0,Norwalk
270,43.0,1587.0,320.0,907.0,306.0,1.9821,NEAR BAY,98300.0,San Leandro
9087,6.0,854.0,350.0,542.0,321.0,0.8198,<1H OCEAN,325000.0,North Hollywood
8760,32.0,1300.0,234.0,712.0,249.0,3.25,INLAND,107500.0,Lancaster
3848,24.0,4055.0,742.0,2123.0,744.0,4.5224,<1H OCEAN,142000.0,Granite Hills
1525,46.0,2198.0,530.0,2067.0,497.0,2.0542,<1H OCEAN,103400.0,Westmont
8633,24.0,6012.0,1227.0,780.0,358.0,3.0043,INLAND,122100.0,Truckee
3325,15.0,3061.0,1079.0,2173.0,1078.0,2.85,<1H OCEAN,187500.0,Canoga Park
10874,37.0,2263.0,502.0,1677.0,522.0,2.9388,INLAND,139200.0,La Verne
11978,24.0,574.0,173.0,784.0,162.0,2.25,NEAR OCEAN,152300.0,Long Beach
12621,27.0,3500.0,1036.0,3019.0,955.0,2.9222,<1H OCEAN,153700.0,San Jose
14266,12.0,9831.0,1921.0,4644.0,1775.0,3.1142,INLAND,112600.0,Chico
10465,27.0,1513.0,374.0,839.0,350.0,1.2012,INLAND,64600.0,Visalia
5432,12.0,1349.0,349.0,536.0,334.0,7.7852,NEAR BAY,250000.0,San Francisco
14361,17.0,6683.0,1296.0,2677.0,1227.0,2.4828,INLAND,84000.0,Yucca Valley
1139,36.0,1359.0,317.0,1557.0,370.0,2.7955,<1H OCEAN,157500.0,South El Monte
2048,28.0,1065.0,215.0,887.0,217.0,3.9375,NEAR OCEAN,270500.0,San Pedro
6485,15.0,5151.0,942.0,2896.0,897.0,3.4875,INLAND,90800.0,Apple Valley
8105,37.0,1784.0,313.0,788.0,304.0,4.2917,NEAR BAY,189600.0,Pleasant Hill
9221,28.0,4538.0,685.0,1996.0,667.0,5.4609,<1H OCEAN,263600.0,Cambrian Park
9018,15.0,1010.0,274.0,649.0,261.0,2.5197,<1H OCEAN,350000.0,Irvine
156,33.0,1526.0,237.0,906.0,245.0,5.1782,<1H OCEAN,225000.0,Placentia
4097,10.0,3821.0,631.0,1605.0,609.0,5.5454,NEAR OCEAN,217100.0,San Diego
11368,38.0,2172.0,403.0,945.0,384.0,4.3958,NEAR BAY,194200.0,East Richmond Heights
10820,48.0,483.0,190.0,775.0,188.0,2.3309,<1H OCEAN,126600.0,Florence-Graham
8798,18.0,3117.0,583.0,2079.0,545.0,4.6458,<1H OCEAN,222800.0,Camarillo
13704,36.0,1979.0,339.0,952.0,339.0,4.0815,<1H OCEAN,216200.0,Lakewood
10016,17.0,2112.0,480.0,1893.0,433.0,4.0388,<1H OCEAN,120400.0,San Juan Capistrano
14317,10.0,1621.0,318.0,866.0,283.0,3.5,INLAND,104300.0,Red Bluff
3950,18.0,2329.0,580.0,1538.0,567.0,2.1179,NEAR OCEAN,153100.0,Imperial Beach
13541,21.0,1416.0,269.0,779.0,200.0,3.1987,<1H OCEAN,279800.0,Amesti
3167,5.0,6383.0,1206.0,2965.0,1141.0,3.8103,INLAND,111100.0,Redding
10617,36.0,1068.0,246.0,949.0,250.0,2.3462,<1H OCEAN,188500.0,East San Gabriel
11149,12.0,15201.0,2418.0,7132.0,2251.0,5.6756,NEAR OCEAN,301800.0,Oxnard Shores
8755,20.0,743.0,171.0,395.0,168.0,1.625,INLAND,88300.0,Magalia
10212,15.0,2267.0,292.0,1180.0,289.0,6.712,<1H OCEAN,240200.0,Fairbanks Ranch
4527,43.0,1091.0,320.0,1418.0,316.0,2.1522,<1H OCEAN,159400.0,Bell
2791,16.0,1353.0,398.0,1211.0,357.0,3.1551,<1H OCEAN,205000.0,Burbank
7600,35.0,6422.0,1380.0,2755.0,1064.0,5.0165,NEAR OCEAN,202300.0,Boulder Creek
14423,22.0,7281.0,1233.0,1849.0,832.0,5.3276,NEAR OCEAN,335500.0,La Selva Beach
1888,17.0,821.0,176.0,436.0,168.0,3.1667,NEAR OCEAN,160600.0,Vista
12679,24.0,2330.0,322.0,911.0,320.0,6.5253,NEAR BAY,387700.0,Lucas Valley-Marinwood
13815,23.0,7353.0,1255.0,4014.0,1124.0,5.4155,<1H OCEAN,213200.0,Rowland Heights
5935,17.0,2761.0,501.0,1128.0,482.0,3.7562,INLAND,139700.0,Carmichael
7788,21.0,2087.0,382.0,888.0,361.0,2.207,INLAND,86400.0,Corning
10505,27.0,2578.0,314.0,976.0,340.0,7.1882,<1H OCEAN,359200.0,Tustin
221,34.0,1629.0,318.0,900.0,282.0,3.1458,NEAR OCEAN,178300.0,San Diego
10861,20.0,3214.0,446.0,1360.0,463.0,5.2595,INLAND,110900.0,Clovis
4833,38.0,1042.0,289.0,773.0,248.0,2.7714,NEAR BAY,104700.0,North Richmond
2796,30.0,1390.0,457.0,1460.0,423.0,2.2422,<1H OCEAN,254500.0,Hollywood
4345,44.0,1870.0,389.0,1345.0,391.0,1.8932,<1H OCEAN,136100.0,Altadena
2389,23.0,2095.0,536.0,1858.0,457.0,3.0543,<1H OCEAN,92400.0,Greenfield
11925,34.0,1081.0,205.0,1325.0,252.0,3.6298,INLAND,108500.0,Diamond Bar
1328,31.0,2550.0,395.0,1017.0,405.0,5.1488,<1H OCEAN,181000.0,La Mesa
13372,45.0,1436.0,374.0,662.0,292.0,3.625,<1H OCEAN,329400.0,Inglewood
4131,32.0,1339.0,334.0,817.0,349.0,2.8333,INLAND,186000.0,North El Monte
11758,30.0,2750.0,555.0,1281.0,520.0,4.7333,NEAR OCEAN,286900.0,Encinitas
1013,42.0,1935.0,388.0,1136.0,379.0,4.74,<1H OCEAN,230000.0,Lawndale
5682,44.0,1273.0,474.0,1754.0,460.0,1.6037,<1H OCEAN,275000.0,Echo Park
7518,47.0,1424.0,300.0,632.0,278.0,4.0625,<1H OCEAN,295200.0,West Hollywood
771,38.0,1787.0,508.0,2113.0,530.0,2.6386,<1H OCEAN,177600.0,San Jose
746,8.0,2842.0,522.0,1624.0,510.0,3.7282,NEAR OCEAN,287500.0,San Pedro
12002,18.0,1715.0,337.0,1166.0,333.0,2.2417,INLAND,79200.0,Heber
12253,32.0,1602.0,317.0,752.0,275.0,5.1664,NEAR OCEAN,185100.0,Boulder Creek
9144,14.0,2493.0,407.0,1296.0,418.0,5.4508,<1H OCEAN,190000.0,Marina
14108,20.0,2104.0,370.0,745.0,314.0,4.1685,INLAND,217500.0,Granite Bay
908,35.0,2621.0,391.0,1074.0,391.0,4.7176,INLAND,166400.0,Ontario
9656,35.0,1650.0,390.0,1145.0,343.0,1.5357,INLAND,56500.0,Bakersfield
7147,15.0,1497.0,250.0,827.0,239.0,4.3846,<1H OCEAN,154200.0,Escondido
6246,18.0,3447.0,857.0,3663.0,817.0,3.2284,<1H OCEAN,157100.0,San Fernando
1067,16.0,1565.0,257.0,893.0,239.0,5.5036,<1H OCEAN,192300.0,Fairbanks Ranch
11169,35.0,2189.0,307.0,800.0,320.0,7.6659,<1H OCEAN,426900.0,Campbell
3996,30.0,2320.0,448.0,1434.0,452.0,4.0865,<1H OCEAN,203700.0,La Palma
2263,32.0,3308.0,718.0,1803.0,667.0,3.9464,INLAND,273600.0,Mayflower Village
7447,33.0,4167.0,1398.0,2923.0,1314.0,3.049,NEAR OCEAN,307000.0,Broadmoor
10036,18.0,1953.0,265.0,658.0,270.0,8.0113,NEAR BAY,393000.0,Green Valley
11286,25.0,1881.0,433.0,1337.0,417.0,2.5536,INLAND,144000.0,Montclair
14210,13.0,2664.0,518.0,1468.0,521.0,4.8988,<1H OCEAN,325200.0,San Fernando
3925,28.0,1038.0,252.0,912.0,245.0,2.5875,<1H OCEAN,161200.0,Downey
1709,24.0,2311.0,536.0,1005.0,525.0,2.9,<1H OCEAN,185200.0,La Mesa
2325,19.0,1935.0,399.0,1126.0,389.0,3.8929,INLAND,144600.0,San Dimas
730,50.0,1476.0,354.0,698.0,354.0,3.0,NEAR OCEAN,168800.0,San Diego
7660,34.0,2160.0,298.0,852.0,305.0,6.0531,<1H OCEAN,287100.0,Anaheim
2350,35.0,1580.0,331.0,1290.0,338.0,4.1458,<1H OCEAN,162500.0,Montebello
901,33.0,4711.0,988.0,2984.0,931.0,3.6028,<1H OCEAN,184700.0,La Mirada
10024,47.0,2344.0,513.0,1537.0,481.0,3.4777,INLAND,230600.0,Altadena
6183,21.0,1494.0,271.0,781.0,255.0,4.3015,INLAND,250000.0,Tracy
5035,39.0,2953.0,878.0,1379.0,785.0,2.1378,NEAR OCEAN,180400.0,Long Beach
4385,23.0,3596.0,451.0,1292.0,458.0,8.5403,<1H OCEAN,451300.0,North Tustin
5007,27.0,5665.0,1281.0,3612.0,1191.0,3.0542,<1H OCEAN,142100.0,Del Rey Oaks
2141,21.0,3634.0,1011.0,1985.0,917.0,2.9085,<1H OCEAN,156300.0,Seaside
3078,10.0,4750.0,844.0,1220.0,428.0,4.5536,INLAND,132400.0,Crestline
6796,19.0,1858.0,359.0,790.0,347.0,4.5156,<1H OCEAN,339300.0,Los Gatos
491,37.0,1013.0,199.0,493.0,183.0,4.7845,<1H OCEAN,231400.0,Signal Hill
11052,24.0,1028.0,185.0,471.0,186.0,2.9688,INLAND,86400.0,Oroville
14368,12.0,19234.0,4492.0,12153.0,4372.0,3.2652,<1H OCEAN,152800.0,Boronda
1863,33.0,2420.0,393.0,1003.0,397.0,4.0658,<1H OCEAN,165100.0,El Cajon
7339,2.0,790.0,135.0,235.0,87.0,5.0862,INLAND,166500.0,Dixon
4717,6.0,1891.0,341.0,969.0,330.0,4.6726,INLAND,107800.0,West Park
5627,45.0,121.0,25.0,67.0,27.0,2.9821,<1H OCEAN,325000.0,Santa Susana
11482,25.0,1818.0,577.0,1426.0,532.0,3.2104,<1H OCEAN,112500.0,Tustin
5959,33.0,4211.0,918.0,2389.0,861.0,4.7235,<1H OCEAN,242200.0,Cupertino
12514,38.0,2387.0,748.0,1537.0,741.0,2.3147,NEAR OCEAN,192500.0,Ventura
6464,39.0,1274.0,282.0,975.0,277.0,1.5114,<1H OCEAN,90400.0,West Athens
2092,35.0,2419.0,426.0,949.0,433.0,6.4588,NEAR BAY,437100.0,Stanford
11844,26.0,1377.0,289.0,761.0,267.0,1.4934,INLAND,48300.0,Olivehurst
6794,36.0,1643.0,349.0,1414.0,337.0,4.1181,<1H OCEAN,172700.0,North Hollywood
12091,35.0,1008.0,165.0,391.0,167.0,3.7778,NEAR OCEAN,487500.0,Palos Verdes Estates
13017,18.0,2399.0,389.0,1131.0,391.0,5.2769,<1H OCEAN,293900.0,Sebastopol
9441,21.0,11308.0,3039.0,5127.0,2839.0,4.6277,<1H OCEAN,228300.0,Ladera Heights
7527,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,INLAND,165500.0,Chino
6263,41.0,2476.0,506.0,1271.0,485.0,3.4531,<1H OCEAN,263900.0,La Crescenta-Montrose
7375,22.0,509.0,103.0,139.0,73.0,2.1979,INLAND,152800.0,Angwin
9528,38.0,51.0,12.0,41.0,10.0,6.0224,<1H OCEAN,187500.0,Orange
4032,35.0,1062.0,305.0,1026.0,307.0,2.7153,<1H OCEAN,265500.0,Culver City
14126,19.0,8501.0,1558.0,3576.0,1467.0,3.6523,INLAND,158500.0,Carmichael
12576,17.0,2554.0,540.0,723.0,319.0,3.2375,INLAND,114200.0,Clearlake Oaks
1705,38.0,793.0,193.0,601.0,187.0,2.8837,NEAR OCEAN,176100.0,Signal Hill
1982,9.0,2643.0,439.0,1105.0,467.0,6.6579,NEAR BAY,245200.0,Pacheco
7434,33.0,3171.0,832.0,1591.0,695.0,2.0786,INLAND,88600.0,Arden-Arcade
6159,21.0,5662.0,1185.0,3067.0,1055.0,3.3482,INLAND,137300.0,Montclair
8677,12.0,5719.0,1064.0,3436.0,1057.0,5.2879,NEAR BAY,231200.0,Union City
13200,9.0,6044.0,1222.0,2239.0,972.0,3.24,NEAR OCEAN,264600.0,Cambria
10657,34.0,2297.0,419.0,909.0,412.0,4.8214,INLAND,362500.0,Sierra Madre
1,43.0,1017.0,328.0,836.0,277.0,2.2604,NEAR BAY,100000.0,Alameda
11614,26.0,1561.0,212.0,817.0,242.0,5.477,<1H OCEAN,209100.0,Santa Susana
12286,26.0,2862.0,394.0,1030.0,397.0,7.912,NEAR BAY,367300.0,San Leandro
3331,31.0,3155.0,808.0,1208.0,745.0,3.6769,<1H OCEAN,450000.0,Santa Monica
14017,26.0,4105.0,637.0,2072.0,648.0,5.844,<1H OCEAN,273900.0,Cypress
13115,11.0,15018.0,3008.0,7984.0,2962.0,3.1371,INLAND,201800.0,Davis
4913,36.0,2688.0,485.0,1064.0,449.0,4.4583,NEAR BAY,308600.0,Tamalpais-Homestead Valley
6023,30.0,1764.0,397.0,1406.0,362.0,1.449,<1H OCEAN,93100.0,Willowbrook
13001,10.0,2183.0,369.0,1061.0,325.0,3.6853,INLAND,151600.0,Shasta Lake
8839,4.0,6712.0,1200.0,3126.0,1026.0,3.2277,INLAND,126500.0,Phelan
8765,26.0,2968.0,674.0,1655.0,628.0,4.6094,<1H OCEAN,201000.0,La Mirada
512,17.0,6050.0,1143.0,3424.0,1131.0,3.7647,<1H OCEAN,127600.0,Spring Valley
9241,17.0,913.0,228.0,530.0,201.0,3.038,<1H OCEAN,238500.0,Santa Clarita
7259,21.0,1209.0,309.0,801.0,259.0,4.5625,NEAR OCEAN,500000.0,El Granada
11391,30.0,1029.0,242.0,753.0,249.0,3.1205,NEAR OCEAN,240500.0,Twin Lakes
8887,9.0,1442.0,219.0,633.0,230.0,5.0227,INLAND,162300.0,Mentone
7675,26.0,5556.0,1398.0,4545.0,1333.0,3.0902,<1H OCEAN,190400.0,Garden Grove
7394,17.0,2116.0,474.0,662.0,443.0,3.5625,<1H OCEAN,180800.0,Laguna Woods
4161,39.0,1323.0,245.0,705.0,261.0,3.1968,NEAR BAY,151000.0,Concord
2262,34.0,2218.0,286.0,827.0,299.0,7.4559,<1H OCEAN,456500.0,East Foothills
4296,17.0,1574.0,262.0,672.0,241.0,7.2929,NEAR OCEAN,355800.0,Moss Beach
10922,16.0,1978.0,375.0,961.0,333.0,2.6827,INLAND,83900.0,Cottonwood
12799,36.0,84.0,12.0,29.0,17.0,3.375,<1H OCEAN,187500.0,Santa Clarita
8600,26.0,1557.0,301.0,986.0,300.0,2.6613,INLAND,77700.0,Parkway
2718,42.0,2311.0,439.0,1347.0,436.0,2.5556,INLAND,69700.0,Selma
9408,16.0,2542.0,498.0,1022.0,494.0,4.0,<1H OCEAN,223400.0,Irvine
10553,37.0,1694.0,280.0,776.0,271.0,6.2187,<1H OCEAN,257900.0,Rossmoor
1985,40.0,1751.0,512.0,1939.0,503.0,1.5394,NEAR OCEAN,200000.0,San Pedro
1551,18.0,4518.0,827.0,2230.0,715.0,3.9309,INLAND,178500.0,Dixon
261,33.0,1416.0,686.0,2013.0,614.0,1.9818,<1H OCEAN,208300.0,Echo Park
11613,18.0,521.0,118.0,174.0,74.0,2.7788,INLAND,91100.0,Banning
8030,11.0,640.0,134.0,268.0,90.0,3.4514,<1H OCEAN,100000.0,Kelseyville
6061,30.0,292.0,38.0,126.0,52.0,6.3624,NEAR BAY,483300.0,Piedmont
4921,23.0,926.0,409.0,1856.0,408.0,2.1366,<1H OCEAN,100000.0,Lynwood
11729,10.0,17286.0,4952.0,9851.0,4616.0,1.7579,INLAND,103400.0,Highgrove
2799,28.0,4863.0,901.0,2110.0,868.0,5.1483,<1H OCEAN,342000.0,Campbell
6483,48.0,2083.0,298.0,685.0,286.0,7.3089,NEAR BAY,331200.0,Kensington
13151,12.0,1906.0,351.0,802.0,319.0,4.9375,INLAND,227700.0,Livermore
3512,29.0,2551.0,448.0,1165.0,456.0,4.3587,<1H OCEAN,196400.0,Santa Rosa
10884,36.0,3874.0,656.0,1826.0,639.0,4.9662,<1H OCEAN,258500.0,Cambrian Park
12926,24.0,2585.0,480.0,1442.0,424.0,2.8452,INLAND,104700.0,Buttonwillow
10122,16.0,108.0,18.0,54.0,22.0,4.375,INLAND,100000.0,East Sonora
4729,26.0,2280.0,550.0,669.0,502.0,2.3438,<1H OCEAN,72300.0,Laguna Hills
713,36.0,1026.0,294.0,1316.0,268.0,1.7708,<1H OCEAN,102600.0,Florence-Graham
9787,22.0,1931.0,445.0,1009.0,407.0,2.75,INLAND,153200.0,North Auburn
1227,37.0,1046.0,251.0,822.0,239.0,3.5,NEAR OCEAN,224400.0,Daly City
9895,39.0,3803.0,806.0,1567.0,775.0,3.7039,NEAR OCEAN,361500.0,San Diego
407,43.0,905.0,199.0,764.0,204.0,3.3214,NEAR OCEAN,162200.0,Signal Hill
4793,29.0,1652.0,310.0,832.0,326.0,4.8098,<1H OCEAN,325400.0,Costa Mesa
10217,30.0,2582.0,650.0,1098.0,603.0,2.8281,NEAR OCEAN,171700.0,San Diego
6309,46.0,1308.0,276.0,576.0,244.0,3.1875,INLAND,84000.0,Colton
11796,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND,134600.0,Grand Terrace
404,2.0,7747.0,1133.0,3481.0,1083.0,6.1112,INLAND,181000.0,Vacaville
4398,38.0,2036.0,388.0,1096.0,371.0,4.0625,<1H OCEAN,262500.0,Rosemead
7564,44.0,1613.0,345.0,1227.0,342.0,3.1667,<1H OCEAN,145700.0,Lynwood
4638,24.0,1865.0,372.0,1087.0,385.0,1.6389,INLAND,56700.0,Thermalito
10767,26.0,1855.0,553.0,1109.0,536.0,2.2429,INLAND,150000.0,Upland
5843,16.0,1921.0,312.0,862.0,280.0,5.1786,<1H OCEAN,376800.0,Bonsall
11631,19.0,2899.0,499.0,1356.0,512.0,4.87,NEAR OCEAN,220900.0,Encinitas
13972,18.0,2060.0,383.0,1348.0,397.0,3.4312,INLAND,68400.0,Visalia
6072,33.0,3564.0,716.0,2603.0,696.0,2.2179,INLAND,67500.0,Atwater
1979,25.0,1374.0,206.0,569.0,235.0,6.3699,NEAR BAY,235500.0,Pacheco
2374,34.0,1151.0,234.0,563.0,251.0,2.8,INLAND,113600.0,Arden-Arcade
8739,16.0,9653.0,2000.0,4732.0,1922.0,3.7361,<1H OCEAN,197200.0,Laguna Hills
12196,24.0,3592.0,533.0,1683.0,528.0,6.7247,NEAR OCEAN,333800.0,Goleta
12558,11.0,2127.0,581.0,1989.0,530.0,2.9028,<1H OCEAN,174100.0,North Hollywood
978,15.0,2909.0,549.0,1537.0,522.0,3.0179,INLAND,61300.0,Burney
9905,38.0,1643.0,489.0,1196.0,406.0,1.2275,INLAND,64100.0,Victorville
6055,28.0,2089.0,641.0,1666.0,587.0,2.3633,<1H OCEAN,198400.0,Buena Vista
8147,14.0,3348.0,619.0,1756.0,557.0,3.5987,INLAND,91400.0,Barstow Heights
10403,36.0,1354.0,258.0,771.0,267.0,2.2723,INLAND,78800.0,North Highlands
1530,23.0,2491.0,350.0,863.0,348.0,6.7196,<1H OCEAN,306800.0,La Mesa
3936,39.0,4645.0,1196.0,2156.0,1113.0,3.4412,NEAR OCEAN,353800.0,Burlingame
6838,18.0,9601.0,2401.0,4002.0,2106.0,1.4366,INLAND,77000.0,Hemet
11722,31.0,571.0,153.0,841.0,158.0,2.6154,<1H OCEAN,89200.0,Compton
8169,20.0,2126.0,643.0,1112.0,597.0,3.625,NEAR OCEAN,283300.0,San Mateo
4401,39.0,1420.0,272.0,645.0,277.0,4.125,NEAR BAY,232500.0,Castro Valley
10968,37.0,1964.0,315.0,915.0,335.0,4.3008,INLAND,119800.0,Lincoln Village
2877,14.0,6277.0,1742.0,3025.0,1630.0,4.0653,<1H OCEAN,234200.0,Burbank
7679,26.0,1463.0,261.0,699.0,219.0,3.5536,INLAND,71400.0,Hanford
7770,38.0,827.0,144.0,368.0,136.0,6.5095,NEAR BAY,294400.0,Lafayette
12084,40.0,1298.0,254.0,793.0,268.0,3.0721,INLAND,83800.0,San Bernardino
13547,14.0,2744.0,555.0,1153.0,474.0,2.753,INLAND,111100.0,Ahwahnee
11289,20.0,9893.0,2283.0,7228.0,2159.0,3.253,<1H OCEAN,186700.0,Rowland Heights
6750,34.0,1843.0,442.0,861.0,417.0,3.6875,<1H OCEAN,246400.0,Van Nuys
14054,12.0,2228.0,479.0,1122.0,488.0,4.0385,<1H OCEAN,350000.0,Huntington Beach
13268,26.0,4802.0,950.0,2199.0,939.0,3.7452,INLAND,227700.0,Davis
8067,38.0,523.0,80.0,226.0,72.0,5.5693,INLAND,153100.0,Garden Acres
8524,26.0,2641.0,633.0,3657.0,617.0,4.1339,<1H OCEAN,222300.0,Villa Park
6959,49.0,3033.0,580.0,1284.0,561.0,4.1161,<1H OCEAN,232500.0,Burbank
13510,14.0,2125.0,348.0,1067.0,360.0,3.6333,INLAND,116200.0,Apple Valley
10534,25.0,2587.0,512.0,1219.0,509.0,4.4271,<1H OCEAN,382100.0,Torrance
2689,18.0,1187.0,308.0,1343.0,277.0,1.875,INLAND,51700.0,Terra Bella
