,latitude,longitude,city_name
3400,37.79,-122.23,Alameda
3401,37.88,-122.23,Berkeley
3402,33.87,-117.57,Corona
3403,37.71,-122.45,Daly City
3404,34.1,-117.12,Mentone
3405,32.55,-117.06,Imperial Beach
3406,34.06,-118.32,Hollywood
3407,33.88,-117.56,Corona
3408,34.0,-118.06,West Whittier-Los Nietos
3409,38.62,-121.37,Arden-Arcade
3410,37.34,-121.84,Alum Rock
3411,34.16,-118.31,Burbank
3412,34.44,-118.52,Santa Clarita
3413,34.11,-118.25,Silver Lake
3414,33.86,-117.96,Fullerton
3415,37.94,-122.36,Richmond
3416,39.38,-121.74,Biggs
3417,33.71,-118.29,San Pedro
3418,37.53,-121.96,Fremont
3419,34.24,-118.42,San Fernando
3420,34.19,-118.41,North Hollywood
3421,39.43,-121.32,Challenge-Brownsville
3422,36.61,-121.84,Seaside
3423,33.89,-118.14,Paramount
3424,33.9,-118.18,East Rancho Dominguez
3425,34.01,-118.33,View Park-Windsor Hills
3426,34.69,-118.14,Lancaster
3427,33.97,-118.16,Bell Gardens
3428,33.99,-118.2,Maywood
3429,37.77,-122.26,Alameda
3430,34.13,-117.9,Azusa
3431,34.07,-118.38,Beverly Hills
3432,38.77,-120.58,Pollock Pines
3433,34.14,-117.23,Highland
3434,34.21,-118.43,Van Nuys
3435,37.79,-122.21,Alameda
3436,33.97,-118.29,Westmont
3437,33.91,-118.29,West Athens
3438,38.46,-121.43,Laguna
3439,34.06,-118.34,West Hollywood
3440,37.75,-122.16,San Leandro
3441,34.14,-118.12,San Marino
3442,38.48,-122.79,Larkfield-Wikiup
3443,37.76,-122.23,Alameda
3444,40.5,-122.28,Anderson
3445,33.98,-118.18,Bell
3446,38.67,-121.08,El Dorado Hills
3447,32.8,-117.0,El Cajon
3448,38.67,-121.33,Foothill Farms
3449,33.87,-117.96,Fullerton
3450,37.38,-120.73,Livingston
3451,33.66,-117.82,Irvine
3452,34.16,-118.4,North Hollywood
3453,33.91,-117.9,Brea
3454,37.22,-121.77,Seven Trees
3455,34.08,-117.93,West Covina
3456,34.42,-119.72,Santa Barbara
3457,35.32,-119.05,Bakersfield
3458,34.1,-118.3,Hollywood
3459,37.85,-119.93,Midpines
3460,34.01,-117.37,Highgrove
3461,33.55,-117.88,San Joaquin Hills
3462,34.0,-118.11,Montebello
3463,36.3,-119.32,Visalia
3464,33.91,-118.21,Compton
3465,37.8,-122.29,Oakland
3466,34.33,-118.68,Santa Susana
3467,34.0,-117.36,Highgrove
3468,34.4,-116.94,Lucerne Valley
3469,37.3,-122.03,Cupertino
3470,35.37,-118.96,Bakersfield
3471,34.44,-119.73,Mission Canyon
3472,37.96,-122.0,Concord
3473,33.72,-117.29,Canyon Lake
3474,37.99,-122.55,San Anselmo
3475,41.73,-124.22,Crescent City
3476,34.1,-118.12,Alhambra
3477,38.59,-121.38,Arden-Arcade
3478,34.09,-117.93,Irwindale
3479,37.35,-121.85,Alum Rock
3480,37.91,-122.29,Kensington
3481,34.28,-119.27,Ventura
3482,33.99,-118.46,Marina del Rey
3483,35.37,-118.95,Bakersfield
3484,34.2,-118.24,La Crescenta-Montrose
3485,38.55,-121.74,Davis
3486,33.92,-118.26,Willowbrook
3487,33.97,-117.39,Riverside
3488,38.62,-121.48,Sacramento
3489,34.09,-118.36,West Hollywood
3490,33.93,-117.97,East La Mirada
3491,36.57,-121.81,Del Rey Oaks
3492,38.07,-122.68,Lagunitas-Forest Knolls
3493,34.06,-118.37,West Hollywood
3494,33.78,-117.93,Garden Grove
3495,39.15,-123.21,Ukiah
3496,38.65,-121.42,Rio Linda
3497,33.69,-117.8,Irvine
3498,37.96,-121.29,Stockton
3499,34.06,-117.19,Redlands
3500,39.76,-121.58,Paradise
3501,34.04,-118.44,"Westwood, Los Angeles"
3502,34.05,-117.74,Pomona
3503,37.72,-122.08,Castro Valley
3504,34.05,-118.28,Echo Park
3505,33.84,-117.98,Buena Park
3506,39.18,-120.12,Dollar Point
3507,40.57,-124.11,Hydesville
3508,39.3,-122.51,Clearlake Oaks
3509,37.84,-122.23,Piedmont
3510,35.5,-119.26,Shafter
3511,33.86,-118.11,Bellflower
3512,34.08,-118.31,Hollywood
3513,33.97,-117.33,Highgrove
3514,40.87,-124.07,Arcata
3515,36.9,-121.71,Pajaro
3516,40.32,-122.23,Cottonwood
3517,34.23,-118.42,Van Nuys
3518,33.85,-118.05,La Palma
3519,34.03,-118.36,View Park-Windsor Hills
3520,37.8,-122.21,Piedmont
3521,35.75,-118.44,Kernville
3522,33.79,-118.27,West Carson
3523,33.95,-118.04,South Whittier
3524,39.75,-122.23,Orland
3525,34.04,-118.27,Los Angeles
3526,33.6,-117.71,Laguna Hills
3527,33.83,-118.13,Lakewood
3528,33.76,-118.27,San Pedro
3529,41.86,-123.26,Happy Camp
3530,34.12,-117.89,Citrus
3531,35.27,-120.66,San Luis Obispo
3532,34.13,-117.42,Fontana
3533,36.6,-121.85,Seaside
3534,34.08,-118.06,Rosemead
3535,36.83,-119.69,Clovis
3536,34.22,-118.18,La Canada Flintridge
3537,36.74,-119.78,Fresno
3538,32.7,-117.14,San Diego
3539,34.18,-118.37,North Hollywood
3540,32.58,-117.12,Imperial Beach
3541,40.43,-120.57,Johnstonville
3542,37.93,-122.1,Walnut Creek
3543,33.17,-117.24,Vista
3544,34.15,-118.4,North Hollywood
3545,34.28,-119.24,Ventura
3546,33.7,-117.9,Fountain Valley
3547,36.83,-119.77,Clovis
3548,34.11,-118.1,San Marino
3549,32.93,-117.14,Fairbanks Ranch
3550,37.56,-122.33,San Mateo
3551,37.95,-122.32,East Richmond Heights
3552,34.15,-118.82,Westlake Village
3553,36.07,-119.02,Porterville
3554,37.33,-121.77,Alum Rock
3555,38.45,-122.74,Santa Rosa
3556,37.12,-121.63,Morgan Hill
3557,36.78,-119.81,Fresno
3558,34.19,-118.52,Northridge
3559,33.7,-117.37,Lake Elsinore
3560,37.77,-122.22,Alameda
3561,33.83,-118.34,Torrance
3562,37.55,-122.34,San Mateo
3563,34.18,-118.41,North Hollywood
3564,32.72,-117.14,San Diego
3565,34.09,-117.96,Baldwin Park
3566,37.74,-122.41,San Francisco
3567,38.54,-121.47,Parkway
3568,37.36,-121.96,Santa Clara
3569,37.74,-122.44,San Francisco
3570,34.08,-118.12,Alhambra
3571,34.28,-118.51,Northridge
3572,35.78,-119.25,Delano
3573,34.01,-118.24,Huntington Park
3574,34.1,-118.19,South Pasadena
3575,37.8,-122.24,Piedmont
3576,33.95,-118.19,Cudahy
3577,38.56,-121.35,La Riviera
3578,37.47,-122.24,Redwood City
3579,34.01,-118.1,Montebello
3580,33.47,-117.62,San Clemente
3581,33.99,-118.36,View Park-Windsor Hills
3582,33.93,-118.35,Lennox
3583,37.46,-122.22,Atherton
3584,33.91,-118.13,Downey
3585,33.71,-117.88,Santa Ana
3586,37.65,-121.77,Livermore
3587,34.05,-117.94,Valinda
3588,39.18,-121.63,Yuba City
3589,34.19,-118.15,Altadena
3590,34.06,-118.26,Los Angeles
3591,34.14,-118.19,Pasadena
3592,33.91,-117.97,East La Mirada
3593,36.71,-119.83,West Park
3594,37.26,-121.91,Cambrian Park
3595,32.81,-117.17,San Diego
3596,33.88,-118.41,Manhattan Beach
3597,37.33,-121.98,Santa Clara
3598,37.64,-122.42,San Bruno
3599,37.23,-121.79,Seven Trees
3600,37.71,-122.07,Castro Valley
3601,38.55,-121.48,Sacramento
3602,38.69,-121.2,Folsom
3603,38.01,-121.33,Lincoln Village
3604,33.84,-117.97,Buena Park
3605,34.07,-117.89,Covina
3606,34.12,-118.37,Universal City
3607,33.98,-118.36,View Park-Windsor Hills
3608,33.02,-117.07,Poway
3609,34.41,-118.92,Fillmore
3610,34.05,-118.4,Century City
3611,37.39,-122.1,Los Altos
3612,39.43,-121.22,Challenge-Brownsville
3613,39.72,-120.66,Portola
3614,33.97,-118.16,Bell Gardens
3615,33.7,-117.99,Fountain Valley
3616,38.35,-122.01,Vacaville
3617,34.1,-117.53,Rancho Cucamonga
3618,34.07,-117.43,Fontana
3619,33.28,-117.17,Bonsall
3620,37.98,-122.33,Rollingwood
3621,38.38,-122.33,Yountville
3622,32.74,-117.23,Coronado
3623,34.22,-117.38,Muscoy
3624,37.75,-122.16,San Leandro
3625,34.06,-118.2,Boyle Heights
3626,33.85,-118.3,Carson
3627,37.85,-122.24,Piedmont
3628,34.08,-117.19,Redlands
3629,34.15,-118.39,North Hollywood
3630,34.04,-117.65,Ontario
3631,38.94,-119.99,South Lake Tahoe
3632,33.64,-117.98,Huntington Beach
3633,37.27,-121.81,Seven Trees
3634,34.05,-118.28,Echo Park
3635,38.52,-121.47,Parkway
3636,34.25,-119.2,El Rio
3637,32.82,-117.31,La Jolla
3638,34.08,-118.28,Silver Lake
3639,38.57,-121.5,Sacramento
3640,33.92,-118.21,Lynwood
3641,33.6,-114.6,Blythe
3642,33.94,-118.36,Lennox
3643,33.95,-118.02,South Whittier
3644,38.67,-122.52,Calistoga
3645,34.13,-118.02,Mayflower Village
3646,33.78,-118.19,Long Beach
3647,33.78,-118.08,Rossmoor
3648,33.94,-117.23,Moreno Valley
3649,37.76,-122.44,San Francisco
3650,33.94,-117.92,La Habra
3651,34.09,-118.3,Hollywood
3652,36.19,-119.1,Lindsay
3653,37.77,-122.46,San Francisco
3654,37.68,-122.14,San Lorenzo
3655,40.6,-122.25,Palo Cedro
3656,33.96,-118.28,Westmont
3657,33.93,-118.18,Cudahy
3658,36.96,-120.05,Madera
3659,38.03,-122.14,Martinez
3660,35.86,-119.46,Alpaugh
3661,33.67,-117.07,Winchester
3662,34.7,-118.15,Lancaster
3663,38.19,-122.29,American Canyon
3664,37.71,-122.14,San Leandro
3665,39.74,-121.57,Paradise
3666,34.06,-117.12,Mentone
3667,34.69,-120.37,Mission Hills
3668,33.8,-118.15,Signal Hill
3669,37.45,-122.27,Emerald Lake Hills
3670,36.08,-119.03,Porterville
3671,33.94,-118.31,Westmont
3672,34.04,-118.18,Belvedere
3673,34.0,-118.07,West Whittier-Los Nietos
3674,34.08,-118.31,Hollywood
3675,37.33,-121.98,Santa Clara
3676,36.79,-119.77,Fresno
3677,38.57,-121.39,Rosemont
3678,33.93,-118.34,Lennox
3679,32.87,-115.49,Imperial
3680,33.34,-117.17,Rainbow
3681,34.57,-117.29,Victorville
3682,34.44,-119.29,Mira Monte
3683,34.04,-118.37,Culver City
3684,34.08,-118.34,Hollywood
3685,33.79,-118.02,Stanton
3686,32.72,-117.05,Lemon Grove
3687,38.29,-122.46,Sonoma
3688,34.28,-119.19,Saticoy
3689,38.46,-122.76,Roseland
3690,38.64,-121.34,Carmichael
3691,34.03,-118.36,View Park-Windsor Hills
3692,37.86,-122.29,Berkeley
3693,36.88,-119.71,Clovis
3694,32.84,-117.18,La Jolla
3695,38.51,-121.44,Parkway
3696,38.96,-122.63,Clearlake
3697,34.26,-119.2,El Rio
3698,34.01,-118.13,Montebello
3699,37.95,-121.83,Antioch
3700,34.18,-118.66,Hidden Hills
3701,33.11,-117.09,Escondido
3702,34.13,-117.67,San Antonio Heights
3703,38.52,-121.44,Parkway
3704,33.16,-117.2,Lake San Marcos
3705,34.26,-118.76,Simi Valley
3706,37.66,-122.45,Colma
3707,35.37,-119.12,Greenacres
3708,39.82,-122.11,Orland
3709,34.08,-117.65,Ontario
3710,32.84,-116.92,Winter Gardens
3711,36.96,-120.07,Madera
3712,37.31,-122.0,Cupertino
3713,34.06,-118.32,Hollywood
3714,37.8,-122.41,San Francisco
3715,34.0,-118.24,Huntington Park
3716,36.96,-121.75,Interlaken
3717,34.08,-117.62,Upland
3718,37.41,-121.85,East Foothills
3719,37.66,-120.98,Modesto
3720,34.2,-118.13,Altadena
3721,37.38,-122.02,Sunnyvale
3722,34.08,-117.92,West Covina
3723,34.15,-117.68,San Antonio Heights
3724,33.95,-118.21,South Gate
3725,36.76,-119.82,Fresno
3726,33.83,-118.2,Signal Hill
3727,34.56,-118.08,Palmdale
3728,34.17,-118.83,Thousand Oaks
3729,37.73,-122.17,San Leandro
3730,34.19,-118.32,Burbank
3731,34.01,-118.41,Culver City
3732,37.65,-120.95,Bystrom
3733,33.63,-117.95,Newport Beach
3734,34.18,-118.94,Casa Conejo
3735,33.86,-118.25,West Rancho Dominguez
3736,33.87,-118.07,Cerritos
3737,32.62,-117.06,Chula Vista
3738,33.79,-118.25,Carson
3739,35.37,-118.97,Bakersfield
3740,39.13,-122.87,Nice
3741,37.36,-122.0,Sunnyvale
3742,37.41,-122.08,Mountain View
3743,32.67,-117.11,National City
3744,34.16,-118.01,Monrovia
3745,33.82,-118.02,Cypress
3746,37.63,-122.44,San Bruno
3747,33.94,-118.32,Westmont
3748,38.56,-121.45,Sacramento
3749,40.27,-121.25,Chester
3750,34.03,-118.41,Culver City
3751,34.43,-119.61,Summerland
3752,33.07,-114.98,Los Algodones
3753,38.44,-122.01,Hartley
3754,34.27,-118.43,San Fernando
3755,40.78,-124.16,Cutten
3756,33.98,-118.29,Westmont
3757,33.94,-118.27,Willowbrook
3758,37.74,-121.92,Dublin
3759,38.68,-120.63,Camino
3760,34.22,-118.51,Northridge
3761,37.77,-122.18,San Leandro
3762,37.9,-122.28,Kensington
3763,33.82,-118.0,Stanton
3764,37.46,-122.26,Emerald Lake Hills
3765,37.69,-122.48,Broadmoor
3766,33.83,-118.31,West Carson
3767,34.75,-120.18,Los Alamos
3768,37.52,-121.97,Fremont
3769,33.81,-117.26,Perris
3770,35.12,-120.61,Grover Beach
3771,38.54,-121.7,Davis
3772,33.93,-118.09,Santa Fe Springs
3773,34.08,-117.93,West Covina
3774,33.69,-117.99,Huntington Beach
3775,37.75,-122.41,San Francisco
3776,34.05,-117.14,Mentone
3777,40.49,-122.31,Anderson
3778,33.2,-117.28,Vista
3779,33.67,-117.8,Irvine
3780,32.99,-115.41,Brawley
3781,34.29,-118.72,Santa Susana
3782,37.61,-122.41,San Bruno
3783,34.01,-118.17,Commerce
3784,37.32,-121.92,Buena Vista
3785,34.1,-116.38,Yucca Valley
3786,38.57,-122.94,Healdsburg
3787,36.68,-119.73,Easton
3788,34.96,-117.08,Barstow
3789,33.96,-118.15,Bell Gardens
3790,33.68,-118.0,Huntington Beach
3791,37.81,-122.18,Piedmont
3792,36.44,-119.97,Riverdale
3793,34.21,-118.88,Thousand Oaks
3794,33.99,-117.98,Hacienda Heights
3795,34.18,-118.31,Burbank
3796,37.45,-122.19,Menlo Park
3797,34.16,-117.28,San Bernardino
3798,38.42,-122.66,Santa Rosa
3799,33.71,-117.75,North Tustin
3800,33.82,-117.78,Villa Park
3801,37.36,-120.58,Atwater
3802,35.24,-118.99,Greenfield
3803,33.98,-117.43,Rubidoux
3804,32.76,-117.09,Lemon Grove
3805,34.2,-118.37,North Hollywood
3806,38.61,-121.45,Sacramento
3807,38.61,-121.35,Carmichael
3808,34.45,-119.27,Meiners Oaks
3809,37.33,-121.01,Newman
3810,37.4,-122.08,Mountain View
3811,34.17,-118.36,North Hollywood
3812,33.73,-117.79,North Tustin
3813,39.48,-121.09,Challenge-Brownsville
3814,34.03,-118.49,Santa Monica
3815,33.76,-116.42,Rancho Mirage
3816,37.02,-121.51,Gilroy
3817,33.77,-116.98,Hemet
3818,33.86,-118.4,Hermosa Beach
3819,37.12,-121.65,Morgan Hill
3820,37.26,-120.49,Merced
3821,37.61,-122.42,San Bruno
3822,34.28,-117.36,Crestline
3823,37.75,-122.14,San Leandro
3824,34.04,-118.12,Monterey Park
3825,37.32,-121.92,Buena Vista
3826,34.37,-117.63,Wrightwood
3827,33.89,-117.96,Fullerton
3828,34.27,-118.77,Simi Valley
3829,34.21,-118.22,La Crescenta-Montrose
3830,36.54,-121.92,Carmel-by-the-Sea
3831,37.38,-121.82,East Foothills
3832,35.2,-118.82,Arvin
3833,32.76,-117.02,La Mesa
3834,37.75,-122.42,San Francisco
3835,37.98,-121.23,Garden Acres
3836,34.65,-118.23,Quartz Hill
3837,37.72,-122.42,Brisbane
3838,32.87,-117.22,La Jolla
3839,33.85,-117.92,Anaheim
3840,37.76,-122.44,San Francisco
3841,33.77,-117.95,Garden Grove
3842,34.67,-118.17,Lancaster
3843,36.35,-119.62,Hanford
3844,32.74,-117.12,San Diego
3845,38.68,-121.15,Folsom
3846,34.1,-117.65,Upland
3847,34.51,-117.28,Victorville
3848,37.25,-121.0,Gustine
3849,37.77,-122.21,Alameda
3850,38.58,-121.31,Rancho Cordova
3851,37.27,-121.82,Seven Trees
3852,38.67,-121.31,Foothill Farms
3853,35.36,-119.01,Bakersfield
3854,33.98,-118.18,Bell
3855,37.87,-122.27,Berkeley
3856,38.68,-121.26,Orangevale
3857,34.15,-118.12,Pasadena
3858,40.79,-124.18,Bayview
3859,33.84,-116.48,Cathedral City
3860,36.32,-119.63,Hanford
3861,34.04,-117.04,Yucaipa
3862,34.14,-118.48,Sherman Oaks
3863,37.67,-122.11,Cherryland
3864,32.8,-115.64,Seeley
3865,33.97,-118.25,Florence-Graham
3866,33.89,-118.3,Gardena
3867,33.93,-118.35,Lennox
3868,34.15,-117.28,San Bernardino
3869,36.32,-119.79,Lemoore
3870,33.93,-118.25,Willowbrook
3871,34.25,-119.17,El Rio
3872,37.75,-122.47,Daly City
3873,37.73,-122.46,Daly City
3874,33.86,-118.11,Bellflower
3875,34.01,-118.4,Culver City
3876,37.76,-122.42,San Francisco
3877,33.92,-118.29,West Athens
3878,36.28,-119.16,Exeter
3879,37.99,-122.28,El Sobrante
3880,33.81,-118.03,Cypress
3881,34.09,-117.7,Montclair
3882,37.26,-121.96,Campbell
3883,37.42,-120.77,Delhi
3884,34.03,-117.96,La Puente
3885,37.89,-122.1,Lafayette
3886,36.82,-119.78,Fresno
3887,34.08,-117.68,Montclair
3888,32.71,-117.13,San Diego
3889,34.02,-118.2,Boyle Heights
3890,37.68,-122.05,Fairview
3891,37.38,-122.06,Mountain View
3892,39.14,-123.21,Ukiah
3893,32.75,-117.06,Lemon Grove
3894,34.04,-118.55,Santa Monica
3895,33.9,-118.16,Paramount
3896,38.7,-121.06,El Dorado Hills
3897,34.19,-118.16,Altadena
3898,38.11,-122.21,Vallejo
3899,33.74,-117.87,Santa Ana
3900,37.37,-120.88,Hilmar-Irwin
3901,40.02,-122.18,Gerber
3902,38.03,-121.34,Lincoln Village
3903,34.02,-117.79,Diamond Bar
3904,38.32,-120.88,Ione
3905,37.67,-121.32,Tracy
3906,32.7,-117.18,Coronado
3907,34.15,-118.43,Sherman Oaks
3908,37.49,-120.86,Turlock
3909,34.25,-118.5,Northridge
3910,37.28,-121.9,Cambrian Park
3911,34.01,-117.75,Chino Hills
3912,33.12,-117.08,Escondido
3913,33.83,-116.98,San Jacinto
3914,33.68,-116.95,East Hemet
3915,34.02,-118.35,View Park-Windsor Hills
3916,34.13,-118.49,Sherman Oaks
3917,34.5,-117.27,Victorville
3918,36.34,-119.65,Hanford
3919,37.96,-121.33,Country Club
3920,33.78,-117.88,Orange
3921,37.31,-120.44,Merced
3922,37.35,-122.01,Sunnyvale
3923,33.92,-117.94,La Habra
3924,34.07,-116.47,Yucca Valley
3925,33.8,-117.85,Orange
3926,32.78,-117.02,La Mesa
3927,40.85,-124.05,Bayside
3928,36.98,-121.96,Capitola
3929,34.15,-118.11,East Pasadena
3930,32.96,-117.14,Fairbanks Ranch
3931,37.87,-122.26,Berkeley
3932,37.76,-122.41,San Francisco
3933,38.61,-120.66,Camino
3934,39.09,-121.11,Lake of the Pines
3935,38.61,-121.44,Sacramento
3936,32.67,-115.49,Calexico
3937,37.48,-122.21,North Fair Oaks
3938,38.26,-122.05,Fairfield
3939,36.52,-119.59,Kingsburg
3940,33.84,-117.79,Villa Park
3941,37.35,-120.59,Atwater
3942,37.74,-120.93,Riverbank
3943,37.78,-122.2,Alameda
3944,38.57,-121.44,Sacramento
3945,38.34,-120.71,Jackson
3946,37.37,-121.99,Santa Clara
3947,34.0,-117.69,Chino
3948,34.45,-119.71,Mission Canyon
3949,34.18,-118.75,Oak Park
3950,37.99,-122.02,Concord
3951,37.56,-122.32,San Mateo
3952,37.71,-122.48,Daly City
3953,34.24,-118.42,San Fernando
3954,34.02,-117.94,La Puente
3955,33.12,-117.32,Carlsbad
3956,41.09,-123.72,Willow Creek
3957,32.73,-117.08,Lemon Grove
3958,34.25,-118.41,San Fernando
3959,34.09,-117.41,Bloomington
3960,37.6,-122.06,Union City
3961,33.96,-118.41,El Segundo
3962,37.25,-121.94,Cambrian Park
3963,34.2,-118.23,La Crescenta-Montrose
3964,33.97,-118.14,Bell Gardens
3965,32.79,-117.06,La Mesa
3966,39.2,-121.2,Penn Valley
3967,37.93,-122.01,Waldon
3968,33.97,-118.23,Walnut Park
3969,36.57,-119.61,Selma
3970,37.36,-118.42,Bishop
3971,34.22,-118.24,La Crescenta-Montrose
3972,37.87,-122.27,Berkeley
3973,38.35,-122.69,Rohnert Park
3974,37.97,-121.32,Country Club
3975,33.82,-117.21,Perris
3976,38.43,-122.74,Roseland
3977,36.8,-119.71,Tarpey Village
3978,37.72,-122.47,Daly City
3979,37.71,-122.15,San Leandro
3980,37.91,-121.28,Taft Mosswood
3981,37.83,-122.26,Emeryville
3982,34.16,-118.14,Pasadena
3983,34.15,-117.64,San Antonio Heights
3984,33.93,-117.93,La Habra
3985,38.66,-121.28,Fair Oaks
3986,33.38,-115.94,Salton City
3987,33.2,-117.23,Vista
3988,39.51,-121.54,South Oroville
3989,36.29,-119.14,Exeter
3990,34.04,-118.33,View Park-Windsor Hills
3991,34.08,-117.94,West Covina
3992,34.28,-117.17,Lake Arrowhead
3993,37.79,-122.41,San Francisco
3994,34.06,-117.85,Walnut
3995,33.69,-117.93,Fountain Valley
3996,37.43,-122.19,West Menlo Park
3997,32.72,-117.13,San Diego
3998,38.0,-121.32,Lincoln Village
3999,36.19,-119.32,Tulare
4000,32.75,-117.14,San Diego
4001,37.97,-122.03,Concord
4002,37.21,-121.95,Los Gatos
4003,33.84,-118.13,Lakewood
4004,34.23,-118.12,Altadena
4005,36.7,-121.64,Salinas
4006,34.08,-117.32,Colton
4007,37.59,-122.39,Millbrae
4008,33.82,-117.94,Anaheim
4009,33.89,-118.1,Bellflower
4010,32.99,-117.04,Poway
4011,34.0,-118.31,View Park-Windsor Hills
4012,38.02,-121.35,Lincoln Village
4013,33.03,-117.04,Poway
4014,38.62,-121.44,Arden-Arcade
4015,34.04,-118.49,Santa Monica
4016,34.18,-117.3,Muscoy
4017,39.27,-120.83,Nevada City
4018,34.23,-118.59,Chatsworth
4019,33.88,-118.39,Hermosa Beach
4020,37.36,-122.02,Sunnyvale
4021,37.28,-121.96,Campbell
4022,39.8,-121.57,Magalia
4023,33.96,-118.43,Marina del Rey
4024,37.59,-122.05,Union City
4025,34.01,-118.13,Montebello
4026,33.16,-117.33,Carlsbad
4027,34.25,-118.27,La Crescenta-Montrose
4028,35.29,-120.67,San Luis Obispo
4029,37.23,-121.98,Los Gatos
4030,38.5,-122.79,Larkfield-Wikiup
4031,33.21,-117.23,Vista
4032,34.08,-117.99,Baldwin Park
4033,39.15,-121.58,Marysville
4034,33.87,-118.19,East Rancho Dominguez
4035,35.38,-118.98,Bakersfield
4036,37.82,-122.28,Emeryville
4037,35.4,-119.03,Oildale
4038,37.47,-122.16,East Palo Alto
4039,37.77,-122.3,Oakland
4040,34.02,-118.05,South El Monte
4041,37.32,-121.88,San Jose
4042,33.74,-118.1,Seal Beach
4043,32.78,-117.11,San Diego
4044,35.54,-117.29,Searles Valley
4045,34.07,-118.09,South San Gabriel
4046,34.07,-118.35,West Hollywood
4047,34.11,-118.03,North El Monte
4048,34.02,-118.49,Santa Monica
4049,37.35,-121.9,San Jose
4050,33.89,-118.29,Gardena
4051,34.19,-118.11,Altadena
4052,34.25,-116.88,Big Bear Lake
4053,32.96,-117.12,Fairbanks Ranch
4054,35.4,-120.92,Cayucos
4055,38.43,-122.75,Roseland
4056,33.22,-117.25,Vista
4057,37.54,-122.03,Newark
4058,35.63,-117.66,Ridgecrest
4059,37.5,-122.28,Belmont
4060,34.01,-118.25,Huntington Park
4061,35.82,-118.7,Alta Sierra
4062,39.73,-121.82,Chico
4063,38.83,-122.21,Esparto
4064,33.72,-118.16,Long Beach
4065,39.45,-123.64,Fort Bragg
4066,33.15,-117.14,San Marcos
4067,37.34,-121.92,Buena Vista
4068,34.1,-118.75,Agoura Hills
4069,34.05,-117.76,Pomona
4070,33.69,-117.93,Fountain Valley
4071,38.39,-122.83,Sebastopol
4072,33.85,-118.17,Lakewood
4073,36.83,-119.87,West Park
4074,34.01,-117.88,Walnut
4075,36.3,-119.38,Goshen
4076,36.97,-121.91,Seacliff
4077,33.84,-117.88,Placentia
4078,34.04,-118.28,Los Angeles
4079,33.98,-117.84,Walnut
4080,34.01,-118.1,Montebello
4081,37.62,-122.4,San Bruno
4082,37.58,-122.37,Burlingame
4083,33.31,-117.22,Bonsall
4084,33.94,-118.27,Willowbrook
4085,37.13,-120.26,Chowchilla
4086,34.21,-118.52,Northridge
4087,33.82,-117.96,Stanton
4088,33.68,-117.99,Huntington Beach
4089,33.72,-118.3,San Pedro
4090,33.97,-118.28,Florence-Graham
4091,36.6,-119.55,Parlier
4092,37.65,-122.47,Colma
4093,33.98,-118.36,View Park-Windsor Hills
4094,38.01,-121.36,Lincoln Village
4095,37.61,-122.42,San Bruno
4096,37.71,-122.08,Castro Valley
4097,34.0,-118.4,Culver City
4098,37.96,-121.98,Clayton
4099,33.2,-117.26,Vista
4100,34.02,-118.21,Boyle Heights
4101,32.69,-117.12,National City
4102,37.45,-122.16,Palo Alto
4103,34.4,-119.51,Carpinteria
4104,32.85,-117.27,La Jolla
4105,34.39,-118.55,Santa Clarita
4106,38.93,-119.97,South Lake Tahoe
4107,33.54,-117.77,Laguna Beach
4108,37.97,-120.33,East Sonora
4109,34.17,-118.15,Pasadena
4110,37.23,-121.83,Seven Trees
4111,33.06,-117.3,Encinitas
4112,34.03,-118.19,Boyle Heights
4113,36.06,-119.03,Porterville
4114,33.91,-118.13,Downey
4115,35.5,-119.28,Shafter
4116,34.03,-118.39,Culver City
4117,34.09,-118.22,Echo Park
4118,35.51,-120.68,Atascadero
4119,36.65,-120.31,Mendota
4120,33.85,-118.04,La Palma
4121,37.27,-121.98,Campbell
4122,33.76,-118.04,Westminster
4123,35.4,-120.86,Morro Bay
4124,36.64,-121.79,Marina
4125,34.1,-118.21,Echo Park
4126,37.8,-122.42,San Francisco
4127,40.11,-122.17,Gerber
4128,38.58,-121.48,Sacramento
4129,33.96,-118.16,Bell Gardens
4130,33.74,-116.41,Rancho Mirage
4131,33.92,-118.28,West Athens
4132,33.96,-118.2,South Gate
4133,34.04,-118.06,South El Monte
4134,38.03,-121.09,Linden
4135,34.1,-118.32,Hollywood
4136,38.74,-121.28,Roseville
4137,34.08,-118.37,West Hollywood
4138,34.13,-117.98,Duarte
4139,39.73,-121.82,Chico
4140,34.14,-117.66,San Antonio Heights
4141,34.05,-118.22,Boyle Heights
4142,33.86,-118.3,Gardena
4143,32.73,-117.03,Lemon Grove
4144,37.76,-122.17,San Leandro
4145,32.85,-115.57,Imperial
4146,34.06,-118.04,South El Monte
4147,37.91,-122.28,Kensington
4148,38.22,-122.49,Temelec
4149,34.51,-117.17,Apple Valley
4150,34.08,-118.4,Beverly Hills
4151,33.76,-118.08,Rossmoor
4152,34.4,-119.52,Carpinteria
4153,33.18,-117.03,Valley Center
4154,34.28,-118.43,San Fernando
4155,38.27,-122.31,Napa
4156,38.5,-121.49,Parkway
4157,34.01,-117.9,South San Jose Hills
4158,33.87,-117.98,Buena Park
4159,34.43,-119.7,Santa Barbara
4160,37.99,-121.77,Antioch
4161,36.78,-120.39,Mendota
4162,33.96,-118.1,Santa Fe Springs
